date,city,year,dow,month,idx,yday,death,strata,temp_pred,tmaxF,death_updated,death_expected_value,death_pred
1980-01-26,BOSTON,1980,7,1,26,26,1041,BOSTON:1980:1:7,30.3265185937992,44.9236513655408,822,827.77844770319,966.081855317899
1980-01-27,BOSTON,1980,1,1,27,27,1003,BOSTON:1980:1:1,30.3901616139869,33.4747833437818,1046,1025.77695479204,1048.15063471737
1980-01-28,BOSTON,1980,2,1,28,28,1016,BOSTON:1980:1:2,30.4596220014997,37.0495634328023,949,969.254988373144,939.84653641025
1980-01-29,BOSTON,1980,3,1,29,29,1038,BOSTON:1980:1:3,30.5348799221389,15.7760615327567,862,873.514115775957,904.432127700603
1980-01-30,BOSTON,1980,4,1,30,30,1069,BOSTON:1980:1:4,30.6159138250014,5.91386913683621,1125,1151.78103071015,1056.23306656732
1980-01-31,BOSTON,1980,5,1,31,31,1133,BOSTON:1980:1:5,30.7027004487627,63.1143967263215,1131,1129.68523162601,1085.18622085425
1980-02-01,BOSTON,1980,6,2,32,32,1100,BOSTON:1980:2:6,30.7952148284679,58.9561479868284,1026,1023.79103972306,1009.7900956352
1980-02-02,BOSTON,1980,7,2,33,33,1040,BOSTON:1980:2:7,30.8934303028262,44.2427997924141,1067,1088.26829393975,1053.43251849426
1980-02-03,BOSTON,1980,1,2,34,34,1017,BOSTON:1980:2:1,30.9973185220083,51.6800377601107,1046,1060.87757120905,933.260561327412
1980-02-04,BOSTON,1980,2,2,35,35,981,BOSTON:1980:2:2,31.1068494559435,0,1016,1022.38181833539,997.750417592073
1980-02-05,BOSTON,1980,3,2,36,36,1049,BOSTON:1980:2:3,31.2219914031153,29.6677093795438,1027,1069.52284226312,915.050395664164
1980-02-06,BOSTON,1980,4,2,37,37,1108,BOSTON:1980:2:4,31.3427109998508,49.4348786264515,1149,1112.0594076636,1126.37925145819
1980-02-07,BOSTON,1980,5,2,38,38,1083,BOSTON:1980:2:5,31.4689732301039,11.617528738453,948,1027.68444666889,1042.72440575957
1980-02-08,BOSTON,1980,6,2,39,39,1061,BOSTON:1980:2:6,31.6007414357268,18.8734119701662,953,985.738917242021,974.031348397827
1980-02-09,BOSTON,1980,7,2,40,40,1010,BOSTON:1980:2:7,31.7379773272288,12.9517823019151,992,936.487551432477,1026.5340086386
1980-02-10,BOSTON,1980,1,2,41,41,977,BOSTON:1980:2:1,31.8806409950181,6.87664256177832,881,877.252785279476,918.337191781809
1980-02-11,BOSTON,1980,2,2,42,42,1003,BOSTON:1980:2:2,32.0286909211237,26.0469344281401,958,945.318922545537,1023.49942569509
1980-02-12,BOSTON,1980,3,2,43,43,1043,BOSTON:1980:2:3,32.1820839913939,26.1427868320983,886,885.543962413267,939.613074308067
1980-02-13,BOSTON,1980,4,2,44,44,1081,BOSTON:1980:2:4,32.3407755081678,23.1599570728975,1233,1289.02622691787,1128.51959013439
1980-02-14,BOSTON,1980,5,2,45,45,1077,BOSTON:1980:2:5,32.5047192034163,8.17585154537485,1173,1170.83817212205,1043.40309808873
1980-02-15,BOSTON,1980,6,2,46,46,1048,BOSTON:1980:2:6,32.6738672523479,7.39029169377866,909,904.841882087528,973.553354228809
1980-02-16,BOSTON,1980,7,2,47,47,1009,BOSTON:1980:2:7,32.848170287477,14.1605572491308,928,935.039816676419,1033.77665245373
1980-02-17,BOSTON,1980,1,2,48,48,994,BOSTON:1980:2:1,33.0275774131482,30.6449489308474,870,913.754513007682,935.672731045383
1980-02-18,BOSTON,1980,2,2,49,49,992,BOSTON:1980:2:2,33.2120362205147,16.83012104609,1004,1034.90724281096,1026.66709022502
1980-02-19,BOSTON,1980,3,2,50,50,1069,BOSTON:1980:2:3,33.4014928029646,58.4494328769651,1012,1021.81377842659,954.375259927343
1980-02-20,BOSTON,1980,4,2,51,51,1058,BOSTON:1980:2:4,33.595891771992,1.80407343913361,1047,1049.48553457587,1125.47239193205
1980-02-21,BOSTON,1980,5,2,52,52,1093,BOSTON:1980:2:5,33.7951762735064,29.7491814678687,1004,1047.28914955871,1046.44168665113
1980-02-22,BOSTON,1980,6,2,53,53,1087,BOSTON:1980:2:6,33.9992880045779,54.9240271996118,986,1035.70045160083,994.201601572448
1980-02-23,BOSTON,1980,7,2,54,54,999,BOSTON:1980:2:7,34.2081672306111,7.7411154288737,1161,1102.48631438568,1034.25682041343
1980-02-24,BOSTON,1980,1,2,55,55,997,BOSTON:1980:2:1,34.4217528029442,38.6881116660408,918,932.281364425205,927.729515845438
1980-02-25,BOSTON,1980,2,2,56,56,986,BOSTON:1980:2:2,34.6399821768671,14.0971794500172,1081,1102.0881470104,1011.08306648785
1980-02-26,BOSTON,1980,3,2,57,57,1021,BOSTON:1980:2:3,34.8627914300544,8.79000694708725,804,838.840761679923,919.961270100434
1980-02-27,BOSTON,1980,4,2,58,58,1101,BOSTON:1980:2:4,35.0901152814055,52.8216657825994,1090,1118.02962137066,1138.62876647559
1980-02-28,BOSTON,1980,5,2,59,59,1120,BOSTON:1980:2:5,35.3218871102898,62.9750622510209,1089,1090.53647696586,1081.43080950067
1980-02-29,BOSTON,1980,6,2,60,60,1057,BOSTON:1980:2:6,35.5580389761878,26.770433288212,1066,1032.81057776635,988.423600165849
1980-03-01,BOSTON,1980,7,3,61,61,1029,BOSTON:1980:3:7,35.7985016387247,47.3565652626857,968,1020.54488549122,972.572543759071
1980-03-02,BOSTON,1980,1,3,62,62,967,BOSTON:1980:3:1,36.043204578089,7.68205084277543,845,879.611184613615,958.866120005975
1980-03-03,BOSTON,1980,2,3,63,63,993,BOSTON:1980:3:2,36.292076015832,28.1699506617022,907,912.476513267035,977.489464254427
1980-03-04,BOSTON,1980,3,3,64,64,1026,BOSTON:1980:3:3,36.5450429360399,20.7518980561772,886,882.210840896063,914.11842687732
1980-03-05,BOSTON,1980,4,3,65,65,1101,BOSTON:1980:3:4,36.8020311068732,58.8268338284444,973,943.076978563997,973.456213319205
1980-03-06,BOSTON,1980,5,3,66,66,1087,BOSTON:1980:3:5,37.062965102468,33.4591089999046,1081,1065.99805821836,1091.33351382537
1980-03-07,BOSTON,1980,6,3,67,67,1081,BOSTON:1980:3:6,37.3277683251911,59.0322730386072,1072,1078.41966740534,1016.59753037234
1980-03-08,BOSTON,1980,7,3,68,68,1035,BOSTON:1980:3:7,37.596363028243,59.4636286946123,1002,988.45814554291,981.787108556134
1980-03-09,BOSTON,1980,1,3,69,69,1005,BOSTON:1980:3:1,37.8686703386028,58.4726328163651,1043,1047.13337528716,985.747354062939
1980-03-10,BOSTON,1980,2,3,70,70,993,BOSTON:1980:3:2,38.1446102803073,33.9328284125275,1145,1152.81391818381,983.113048226806
1980-03-11,BOSTON,1980,3,3,71,71,1052,BOSTON:1980:3:3,38.4241017980572,56.2373629028049,984,947.327350142581,918.812546040398
1980-03-12,BOSTON,1980,4,3,72,72,1085,BOSTON:1980:3:4,38.7070627811454,47.7525419903077,812,812.162997849105,954.011694483192
1980-03-13,BOSTON,1980,5,3,73,73,1099,BOSTON:1980:3:5,38.9934100876973,53.7061781823114,1142,1144.70050051866,1081.16447296018
1980-03-14,BOSTON,1980,6,3,74,74,1026,BOSTON:1980:3:6,39.2830595692186,4.32679370199651,897,907.580081502208,980.916181371653
1980-03-15,BOSTON,1980,7,3,75,75,1010,BOSTON:1980:3:7,39.5759260954422,37.8480862823402,910,894.184118205794,954.893144822584
1980-03-16,BOSTON,1980,1,3,76,76,966,BOSTON:1980:3:1,39.8719235794667,20.2802455407615,1053,1016.83850881145,963.364147550998
1980-03-17,BOSTON,1980,2,3,77,77,985,BOSTON:1980:3:2,40.1709650031792,31.7581226437854,884,909.042691145885,986.792702602597
1980-03-18,BOSTON,1980,3,3,78,78,1039,BOSTON:1980:3:3,40.4729624429561,48.3669326721534,893,872.666110305822,928.645681226852
1980-03-19,BOSTON,1980,4,3,79,79,1062,BOSTON:1980:3:4,40.7778270956318,30.4036807426441,1006,1026.54970708797,955.841168147095
1980-03-20,BOSTON,1980,5,3,80,80,1056,BOSTON:1980:3:5,41.08546930473,13.8649490090616,991,986.828971382167,1064.60987069013
1980-03-21,BOSTON,1980,6,3,81,81,1036,BOSTON:1980:3:6,41.3957985869491,23.4491616773301,1004,984.641161020773,986.480534393358
1980-03-22,BOSTON,1980,7,3,82,82,1017,BOSTON:1980:3:7,41.7087236588929,53.4726147802655,1086,1001.71939786022,973.040082091107
1980-03-23,BOSTON,1980,1,3,83,83,974,BOSTON:1980:3:1,42.0241524640403,36.2594270415536,868,888.356976238601,978.339276584578
1980-03-24,BOSTON,1980,2,3,84,84,1005,BOSTON:1980:3:2,42.3419921999448,62.5157005820074,1004,1019.39898385337,1008.35767070265
1980-03-25,BOSTON,1980,3,3,85,85,1003,BOSTON:1980:3:3,42.6621493456566,14.8626744436712,914,936.578988886894,915.423345855455
1980-03-26,BOSTON,1980,4,3,86,86,1062,BOSTON:1980:3:4,42.9845296893583,38.4270215941908,1041,1041.76767743275,948.690924050538
1980-03-27,BOSTON,1980,5,3,87,87,1107,BOSTON:1980:3:5,43.3090383562073,77.2560269551165,1140,1185.55669792318,1116.89214252426
1980-03-28,BOSTON,1980,6,3,88,88,1072,BOSTON:1980:3:6,43.6355798363749,71.1491578443039,1060,1084.23747539178,1049.00575386257
1980-03-29,BOSTON,1980,7,3,89,89,1025,BOSTON:1980:3:7,43.9640580132758,71.016892268431,934,967.603163028643,1017.70712077103
1980-03-30,BOSTON,1980,1,3,90,90,955,BOSTON:1980:3:1,44.2943761919784,21.5480617110776,1062,1043.68456669017,984.683101795715
1980-03-31,BOSTON,1980,2,3,91,91,961,BOSTON:1980:3:2,44.6264371277872,18.7751355373408,998,1027.64082065279,982.247114213702
1980-04-01,BOSTON,1980,3,4,92,92,1031,BOSTON:1980:4:3,44.9601430549905,55.677277807767,1109,1047.89867825143,947.884454453123
1980-04-02,BOSTON,1980,4,4,93,93,1051,BOSTON:1980:4:4,45.295395715763,34.341548774061,1030,1026.2792230293,988.676228804748
1980-04-03,BOSTON,1980,5,4,94,94,1080,BOSTON:1980:4:5,45.6320963892162,56.6051653468989,941,963.584663585494,947.85601702752
1980-04-04,BOSTON,1980,6,4,95,95,1031,BOSTON:1980:4:6,45.9701459205865,33.3962728947556,1075,1118.97130037934,986.85850241441
1980-04-05,BOSTON,1980,7,4,96,96,978,BOSTON:1980:4:7,46.3094447505546,24.4478230992217,910,871.13962308219,952.302152279733
1980-04-06,BOSTON,1980,1,4,97,97,985,BOSTON:1980:4:1,46.6498929446851,66.410494036815,1159,1161.97776695933,954.730404643835
1980-04-07,BOSTON,1980,2,4,98,98,954,BOSTON:1980:4:2,46.9913902229793,18.5430392928585,1010,1058.02239463509,918.772919313981
1980-04-08,BOSTON,1980,3,4,99,99,1014,BOSTON:1980:4:3,47.3338359895319,45.0083688994094,984,940.540334186784,936.758713459974
1980-04-09,BOSTON,1980,4,4,100,100,1056,BOSTON:1980:4:4,47.6771293622819,48.4825115553481,961,904.079517081353,986.678121518827
1980-04-10,BOSTON,1980,5,4,101,101,1071,BOSTON:1980:4:5,48.0211692028514,55.0203963513322,944,945.568112908279,942.548484324963
1980-04-11,BOSTON,1980,6,4,102,102,1026,BOSTON:1980:4:6,48.3658541464605,36.6635019686432,1007,993.266117729173,986.239951675172
1980-04-12,BOSTON,1980,7,4,103,103,991,BOSTON:1980:4:7,48.7110826319113,47.9139949886158,996,910.321122372541,960.61795300911
1980-04-13,BOSTON,1980,1,4,104,104,990,BOSTON:1980:4:1,49.0567529316319,80.8699208566246,893,913.136311440039,974.186169382559
1980-04-14,BOSTON,1980,2,4,105,105,971,BOSTON:1980:4:2,49.4027631817708,48.2059309835868,867,842.842702957729,938.64026278579
1980-04-15,BOSTON,1980,3,4,106,106,1035,BOSTON:1980:4:3,49.7490114123337,77.0735269608684,1031,997.150020504605,972.961443689186
1980-04-16,BOSTON,1980,4,4,107,107,1076,BOSTON:1980:4:4,50.0953955773532,79.1060686611838,975,976.077282752357,1038.39327246249
1980-04-17,BOSTON,1980,5,4,108,108,1065,BOSTON:1980:4:5,50.4418135850824,58.0532623475552,846,881.643657142318,971.842788020734
1980-04-18,BOSTON,1980,6,4,109,109,1025,BOSTON:1980:4:6,50.7881633282042,44.5364476853384,954,957.031840452048,1008.72637115404
1980-04-19,BOSTON,1980,7,4,110,110,965,BOSTON:1980:4:7,51.1343427140461,26.4309710798049,1009,1016.07635542151,961.180840184239
1980-04-20,BOSTON,1980,1,4,111,111,983,BOSTON:1980:4:1,51.4802496947932,81.9512359236951,957,901.68418705917,984.514181904377
1980-04-21,BOSTON,1980,2,4,112,112,955,BOSTON:1980:4:2,51.8257822976891,37.9118052958954,1034,976.540205821181,942.194137364184
1980-04-22,BOSTON,1980,3,4,113,113,979,BOSTON:1980:4:3,52.1708386552158,21.4212786636884,776,798.609606178804,933.244983383154
1980-04-23,BOSTON,1980,4,4,114,114,1072,BOSTON:1980:4:4,52.5153170352451,83.8562028378829,1028,1041.01634999461,1028.81297825385
1980-04-24,BOSTON,1980,5,4,115,115,1067,BOSTON:1980:4:5,52.8591158711509,68.3008550112293,1118,1101.72143223355,986.752710626697
1980-04-25,BOSTON,1980,6,4,116,116,1003,BOSTON:1980:4:6,53.2021337918742,28.1627344837217,961,1006.03765923059,1015.17517475637
1980-04-26,BOSTON,1980,7,4,117,117,983,BOSTON:1980:4:7,53.5442696519321,56.9941955765835,944,960.232937359102,984.899054526659
1980-04-27,BOSTON,1980,1,4,118,118,979,BOSTON:1980:4:1,53.8854225613615,85.6718092603116,906,902.643876343928,1001.56924406923
1980-04-28,BOSTON,1980,2,4,119,119,966,BOSTON:1980:4:2,54.225491915589,60.209326633943,857,865.73576350755,968.39268053596
1980-04-29,BOSTON,1980,3,4,120,120,994,BOSTON:1980:4:3,54.5643774252175,47.880097147522,846,866.854987343209,955.150405014654
1980-04-30,BOSTON,1980,4,4,121,121,1047,BOSTON:1980:4:4,54.9019791457222,65.254522698594,1052,1023.02277319863,1003.43939896027
1980-05-01,BOSTON,1980,5,5,122,122,1035,BOSTON:1980:5:5,55.2381975070447,42.6256407035388,900,901.07321412385,915.790658814121
1980-05-02,BOSTON,1980,6,5,123,123,1007,BOSTON:1980:5:6,55.5729333430792,42.1133341037932,943,910.086879163525,896.082024666411
1980-05-03,BOSTON,1980,7,5,124,124,958,BOSTON:1980:5:7,55.9060879210402,36.2898221095484,856,878.772947526389,919.908499822573
1980-05-04,BOSTON,1980,1,5,125,125,940,BOSTON:1980:5:1,56.2375629707033,47.1017835791947,986,1061.28623243767,961.31773968405
1980-05-05,BOSTON,1980,2,5,126,126,984,BOSTON:1980:5:2,56.5672607135113,90.4626049564305,883,889.507519675623,875.820123823356
1980-05-06,BOSTON,1980,3,5,127,127,974,BOSTON:1980:5:3,56.8950838915361,32.6892449491014,985,961.131525348528,986.879915709838
1980-05-07,BOSTON,1980,4,5,128,128,1007,BOSTON:1980:5:4,57.220935796288,28.5940157881874,936,978.053706895692,966.766626449979
1980-05-08,BOSTON,1980,5,5,129,129,1019,BOSTON:1980:5:5,57.5447202973642,32.4782038421013,922,888.628356290796,905.515534906904
1980-05-09,BOSTON,1980,6,5,130,130,1025,BOSTON:1980:5:6,57.8663418709279,71.1668389767387,969,980.1245505411,922.878765836739
1980-05-10,BOSTON,1980,7,5,131,131,976,BOSTON:1980:5:7,58.1857056280087,66.5336594653736,1080,1085.70117834462,975.802954117901
1980-05-11,BOSTON,1980,1,5,132,132,964,BOSTON:1980:5:1,58.5027173426177,85.9003055430192,1029,986.24469082076,1035.03566447439
1980-05-12,BOSTON,1980,2,5,133,133,961,BOSTON:1980:5:2,58.8172834796675,70.9272199624062,969,950.417077722139,882.064033172585
1980-05-13,BOSTON,1980,3,5,134,134,1003,BOSTON:1980:5:3,59.1293112226889,75.7247528774791,965,954.028985395445,1024.48888193355
1980-05-14,BOSTON,1980,4,5,135,135,1028,BOSTON:1980:5:4,59.4387085013369,60.918209305899,855,825.890548477127,1008.88440910099
1980-05-15,BOSTON,1980,5,5,136,136,1045,BOSTON:1980:5:5,59.7453840186775,70.9340754959688,1114,1151.2956576493,951.867898331305
1980-05-16,BOSTON,1980,6,5,137,137,1027,BOSTON:1980:5:6,60.0492472782466,82.5756294884454,919,879.452446415703,958.68435515183
1980-05-17,BOSTON,1980,7,5,138,138,981,BOSTON:1980:5:7,60.350208610874,80.38991722988,1124,1051.44300044878,1002.6088741037
1980-05-18,BOSTON,1980,1,5,139,139,964,BOSTON:1980:5:1,60.648179201264,94.235713417031,1186,1187.71344054688,1075.36338150695
1980-05-19,BOSTON,1980,2,5,140,140,942,BOSTON:1980:5:2,60.9430711143241,56.7032786514201,843,822.088158379049,889.172910914142
1980-05-20,BOSTON,1980,3,5,141,141,972,BOSTON:1980:5:3,61.2347973212356,48.0539514664317,1027,1037.73613118567,1003.2227680556
1980-05-21,BOSTON,1980,4,5,142,142,1016,BOSTON:1980:5:4,61.5232717252571,55.1865184081021,907,969.332412309139,993.207740201113
1980-05-22,BOSTON,1980,5,5,143,143,1000,BOSTON:1980:5:5,61.8084091872529,27.5411070154601,853,822.811094431533,913.550524656834
1980-05-23,BOSTON,1980,6,5,144,144,984,BOSTON:1980:5:6,62.0901255509407,39.9595922315084,772,802.143885022833,894.967553214185
1980-05-24,BOSTON,1980,7,5,145,145,979,BOSTON:1980:5:7,62.3683376678488,86.3593899899385,802,802.472687594558,972.506077140771
1980-05-25,BOSTON,1980,1,5,146,146,917,BOSTON:1980:5:1,62.6429634219767,43.8242881656424,866,835.553848434229,995.283214335049
1980-05-26,BOSTON,1980,2,5,147,147,926,BOSTON:1980:5:2,62.9139217541515,44.6509186497852,794,767.333073564704,841.942932089836
1980-05-27,BOSTON,1980,3,5,148,148,954,BOSTON:1980:5:3,63.1811326860735,33.5495142594265,999,976.8366917952,961.408434300987
1980-05-28,BOSTON,1980,4,5,149,149,1001,BOSTON:1980:5:4,63.4445173440419,45.6451748062774,1233,1171.62163866992,962.141224247943
1980-05-29,BOSTON,1980,5,5,150,150,1039,BOSTON:1980:5:5,63.7039979823562,79.9534623694303,844,876.440875913125,946.2753832911
1980-05-30,BOSTON,1980,6,5,151,151,1019,BOSTON:1980:5:6,63.9594980063847,88.2812195634469,1030,1078.67139074535,960.387301131201
1980-05-31,BOSTON,1980,7,5,152,152,955,BOSTON:1980:5:7,64.2109419952932,64.0378506912704,995,1013.71320124594,986.173594814954
1980-06-01,BOSTON,1980,1,6,153,153,922,BOSTON:1980:6:1,64.458255724428,56.611887813458,899,935.110789502212,906.558543984382
1980-06-02,BOSTON,1980,2,6,154,154,923,BOSTON:1980:6:2,64.701366187346,46.9527957777426,834,810.977526300484,869.584627117264
1980-06-03,BOSTON,1980,3,6,155,155,952,BOSTON:1980:6:3,64.940201617486,37.7169539087332,888,903.539370036211,873.934496617152
1980-06-04,BOSTON,1980,4,6,156,156,1005,BOSTON:1980:6:4,65.174691509473,57.474301976635,935,928.099033536453,917.20354369285
1980-06-05,BOSTON,1980,5,6,157,157,1025,BOSTON:1980:6:5,65.4047666400519,70.4402386191149,1057,1030.16931475634,1060.71776279177
1980-06-06,BOSTON,1980,6,6,158,158,977,BOSTON:1980:6:6,65.6303590886422,45.8128524852113,886,892.032248709235,921.292522700411
1980-06-07,BOSTON,1980,7,6,159,159,948,BOSTON:1980:6:7,65.8514022575081,61.9851623991826,981,993.730571997456,923.274980636563
1980-06-08,BOSTON,1980,1,6,160,160,909,BOSTON:1980:6:1,66.067830891539,46.3271777021742,850,830.821276033989,876.343542022393
1980-06-09,BOSTON,1980,2,6,161,161,933,BOSTON:1980:6:2,66.2795810976328,66.4405505258852,940,986.881645679478,867.819179575961
1980-06-10,BOSTON,1980,3,6,162,162,962,BOSTON:1980:6:3,66.4865903636783,56.259910393168,802,823.236827656691,880.707159237936
1980-06-11,BOSTON,1980,4,6,163,163,1017,BOSTON:1980:6:4,66.688797577129,77.1877586942476,859,861.396541272293,939.52991099897
1980-06-12,BOSTON,1980,5,6,164,164,1009,BOSTON:1980:6:5,66.8861430431641,58.1161200059502,1284,1340.94176739318,1065.25947046381
1980-06-13,BOSTON,1980,6,6,165,165,982,BOSTON:1980:6:6,67.0785685024313,56.9597451576121,912,903.666946328277,929.267605590836
1980-06-14,BOSTON,1980,7,6,166,166,949,BOSTON:1980:6:7,67.2660171483654,69.6241733302372,940,942.047138929905,937.652455625398
1980-06-15,BOSTON,1980,1,6,167,167,934,BOSTON:1980:6:1,67.4484336440774,84.2718388717013,892,973.794179654397,926.009679725669
1980-06-16,BOSTON,1980,2,6,168,168,914,BOSTON:1980:6:2,67.6257641388112,48.1029697864325,771,846.860927463415,883.514713324886
1980-06-17,BOSTON,1980,3,6,169,169,962,BOSTON:1980:6:3,67.7979562839595,61.690184586971,979,981.034928555139,890.316038587167
1980-06-18,BOSTON,1980,4,6,170,170,991,BOSTON:1980:6:4,67.9649592486376,51.5630273280831,948,989.757268241031,921.350516441437
1980-06-19,BOSTON,1980,5,6,171,171,1021,BOSTON:1980:6:5,68.1267237348079,77.2248374774649,953,968.550952095497,1081.06357925264
1980-06-20,BOSTON,1980,6,6,172,172,968,BOSTON:1980:6:6,68.2832019919522,46.15119634699,906,935.458933822489,933.896348321608
1980-06-21,BOSTON,1980,7,6,173,173,966,BOSTON:1980:6:7,68.4343478312863,93.8894356317965,969,946.757221413886,973.499979585025
1980-06-22,BOSTON,1980,1,6,174,174,932,BOSTON:1980:6:1,68.5801166395141,85.8398769289671,1095,1156.63729071392,954.814818414912
1980-06-23,BOSTON,1980,2,6,175,175,937,BOSTON:1980:6:2,68.7204653921154,80.5003908730661,878,882.61408703727,935.456047019909
1980-06-24,BOSTON,1980,3,6,176,176,971,BOSTON:1980:6:3,68.8553526661645,77.1166037944432,925,886.693559188201,949.042305558062
1980-06-25,BOSTON,1980,4,6,177,177,994,BOSTON:1980:6:4,68.9847386526756,60.0414028685421,1001,1003.27175466702,964.916028866783
1980-06-26,BOSTON,1980,5,6,178,178,1013,BOSTON:1980:6:5,69.1085851684714,71.1970831783058,1020,1042.72850994001,1106.95918749176
1980-06-27,BOSTON,1980,6,6,179,179,1007,BOSTON:1980:6:6,69.2268556675711,95.4546196682216,1087,1062.65085819947,1006.54352338742
1980-06-28,BOSTON,1980,7,6,180,180,947,BOSTON:1980:6:7,69.3395152520943,75.062022236697,937,911.09965828806,992.572584152941
1980-06-29,BOSTON,1980,1,6,181,181,935,BOSTON:1980:6:1,69.4465306826785,93.230274217847,901,862.033711577217,973.273415853416
1980-06-30,BOSTON,1980,2,6,182,182,915,BOSTON:1980:6:2,69.5478703884053,56.4192419323715,1049,1051.98226630356,915.6254329623
1980-07-01,BOSTON,1980,3,7,183,183,975,BOSTON:1980:7:3,69.6435044762342,84.2238270315005,943,960.142692928689,963.644514109108
1980-07-02,BOSTON,1980,4,7,184,184,986,BOSTON:1980:7:4,69.7334047399405,53.2846511660087,823,904.497521079527,933.270222774477
1980-07-03,BOSTON,1980,5,7,185,185,1015,BOSTON:1980:7:5,69.8175446685539,76.4215682513216,999,984.270523376153,979.559737827971
1980-07-04,BOSTON,1980,6,7,186,186,982,BOSTON:1980:7:6,69.895899454296,68.5861854885485,970,948.148362392511,931.911234672086
1980-07-05,BOSTON,1980,7,7,187,187,928,BOSTON:1980:7:7,69.9684460000149,53.5207372023738,985,1006.68930066091,943.332938739686
1980-07-06,BOSTON,1980,1,7,188,188,918,BOSTON:1980:7:1,70.0351629261131,74.5564933604764,864,901.985454119203,929.247426546736
1980-07-07,BOSTON,1980,2,7,189,189,947,BOSTON:1980:7:2,70.0960305769681,99.0192061889669,989,1022.0479710842,975.824349100984
1980-07-08,BOSTON,1980,3,7,190,190,985,BOSTON:1980:7:3,70.1510310268428,98.2822382918026,871,966.79063139448,1002.84933329005
1980-07-09,BOSTON,1980,4,7,191,191,985,BOSTON:1980:7:4,70.2001480852848,54.3918115903286,1005,1028.22096536511,951.469706230439
1980-07-10,BOSTON,1980,5,7,192,192,997,BOSTON:1980:7:5,70.2433673020118,57.747160250567,955,974.834228207222,973.71639520787
1980-07-11,BOSTON,1980,6,7,193,193,1011,BOSTON:1980:7:6,70.280675971283,100,1077,1052.5772717038,983.572465268723
1980-07-12,BOSTON,1980,7,7,194,194,947,BOSTON:1980:7:7,70.3120631357541,78.7115948489753,906,886.766484055715,1025.17471220998
1980-07-13,BOSTON,1980,1,7,195,195,938,BOSTON:1980:7:1,70.3375195898149,100,865,855.804719295198,1017.7190443017
1980-07-14,BOSTON,1980,2,7,196,196,921,BOSTON:1980:7:2,70.3570378824093,68.0143270451532,1104,1157.29717991198,978.351126653645
1980-07-15,BOSTON,1980,3,7,197,197,955,BOSTON:1980:7:3,70.370612319336,63.8488938475593,1062,1033.47581400995,949.510602561748
