"","lag0","lag1","lag2","lag3","lag4","lag5"
"37",1.0010609255825,1.00134576888379,1.00115369494227,1.00100121370144,1.00128811113722,1.0022148721309
"38",1.00086093281258,1.00104054395607,1.0008034156882,1.00060601179513,1.00080155806451,1.00156706024221
"39",1.00066983472095,1.00076639075615,1.00051379199822,1.00029846538218,1.00041940062851,1.00102632847153
"40",1.00048791181317,1.00052428288927,1.00028672356822,1.00008131579022,1.00014487861713,1.0005959431824
"41",1.00031544463429,1.00031519600897,1.00012411981456,0.999957325901389,0.99998126216041,1.00027920056578
"42",1.00015271379526,1.0001401081381,1.00002790109993,0.99992928271511,0.999931855352163,1.00007943040961
"43",1,1,1,1,1,1
"44",0.999857584073436,0.999895855359726,1.00004236261153,1.00017232103743,1.0001890795082,1.00004431815833
"45",0.999725746990207,0.999828661375687,1.00015694990285,1.00044912145961,1.00050252289802,1.00021583941942
"46",0.999604769904249,0.99979940896161,1.00034573910776,1.00083331218511,1.00094380897059,1.00051806835579
"47",0.999494934179164,0.999809093159078,1.00061072516379,1.00132784245524,1.00151647061787,1.00095456405397
"48",0.999396521419403,0.999858713520735,1.00095392219608,1.00193570297459,1.00222409928755,1.00152894474893
"49",0.999309813502259,0.99994927450434,1.00137736504803,1.00265992915977,1.00307034960834,1.00224489262323
"50",0.999235092610682,1.00008178587781,1.00188311085998,1.00350360450016,1.00405894418247,1.00310615877829
"51",0.999173120526549,1.00025760246513,1.00247303743091,1.00446909049307,1.00519260152831,1.00411560323497
"52",0.999126576259016,1.00047944316187,1.00314823400152,1.00555570290481,1.0064697991766,1.00527229590125
"53",0.999098618180518,1.00075037486419,1.00390961038838,1.0067620217909,1.0078879866021,1.00657439802283
"54",0.999092405239369,1.00107347469427,1.00475810073216,1.0080866617095,1.00944465598318,1.00802012248889
"55",0.999111097597524,1.00145183154693,1.00569466421898,1.00952826982943,1.01113733831275,1.00960773086139
"56",0.999157857368425,1.00188854773335,1.0067202858203,1.01108552407927,1.01296359960636,1.01133553047568
"57",0.999235849455089,1.00238674072301,1.00783597705164,1.01275713133571,1.01492103720262,1.01320187160853
"58",0.999348242488719,1.00294954498518,1.00904277675112,1.0145418256489,1.01700727615175,1.0152051447097
"59",0.999498209868134,1.00358011393124,1.01034175187845,1.01643836650318,1.01921996568838,1.01734377769358
"60",0.999688930900447,1.00428162195973,1.01173399833504,1.01844553711113,1.02155677578474,1.01961623328741
"61",0.999923592043516,1.00505726660547,1.01322064180618,1.02056214273942,1.02401539378108,1.02202100643284
"62",1.00020538825076,1.00591027079521,1.01480283862599,1.02278700906474,1.02659352108995,1.02455662173785
"63",1.00053752441907,1.00684388521152,1.01648177666593,1.02511898055836,1.02928886997183,1.02722163097608
"64",1.00092321694077,1.00786139076754,1.01825867624787,1.02755691889768,1.03209916037916,1.0300146106308
"65",1.00136569536041,1.00896610119507,1.02013479108257,1.03009970140358,1.03502211686679,1.03293415948104
"66",1.00186820413779,1.01016136574882,1.0221114092344,1.03274621950215,1.03805546556651,1.03597889622738
"67",1.00243400451826,1.01145057202986,1.0241898541134,1.03549537720955,1.04119693122399,1.03914745715504
"68",1.00306637651197,1.01283714893149,1.02637148549565,1.0383460896389,1.04444423429646,1.04243849383228
"69",1.00376862098349,1.01432456971121,1.02865770057286,1.04129728152801,1.04779508810966,1.04585067084199
"70",1.0045440618538,1.01591635519251,1.03104993503248,1.04434788578701,1.05124719607312,1.04938266354455
"71",1.00539509639949,1.01761497672443,1.03354897122182,1.04749665932601,1.05479830213292,1.05303297267202
"72",1.00632033460038,1.01941854289174,1.03615284647083,1.05074162889349,1.05844634911294,1.05679936731078
"73",1.00731744344836,1.02132407372819,1.03885890672292,1.05408062951931,1.06218931926253,1.06067942262908
"74",1.008384095657,1.02332859422877,1.04166449315809,1.05751148381101,1.06602517914944,1.06467069851914
"75",1.00951796795344,1.02542913114319,1.04456693922549,1.06103199964229,1.06995187742206,1.06877073635358
"76",1.0107167394283,1.02762270986682,1.04756356775238,1.06463996789079,1.07396734261366,1.07297705580411
"77",1.01197808994329,1.02990635142769,1.0506516881286,1.06833316022475,1.07806948098854,1.07728715172207
"78",1.01329969859553,1.03227706956821,1.05382859356592,1.07210932693868,1.08225617443021,1.08169849108069
"79",1.01467924223837,1.03473186792071,1.05709155843191,1.07596619483814,1.08652527837181,1.086208509979
"80",1.0161143940581,1.03726773727596,1.0604378356582,1.07990146517388,1.09087461976935,1.09081461070782
"81",1.01760282220643,1.03988165294441,1.06386465422315,1.08391281162578,1.0953019951181,1.09551415887828
"82",1.01914218848837,1.04257057220963,1.06736921670917,1.08799787833715,1.09980516851303,1.10030448061375
"83",1.02073014710548,1.04533143187429,1.07094869693541,1.09215427800016,1.10438186975391,1.1051828598062
"84",1.02236434345452,1.04816114589864,1.07460023766611,1.09637958999315,1.10902979249622,1.11014653543814
"85",1.02404241298146,1.0510566031321,1.07832094839594,1.10067135857093,1.11374659244882,1.11519269897185
"86",1.02576198009094,1.05401466513864,1.0821079032131,1.10502709110914,1.11852988561966,1.12031849180735
"87",1.02752065711162,1.05703216411662,1.0859581387415,1.10944425640384,1.12337724661079,1.1255210028113
"88",1.02931604331744,1.06010590091449,1.08986865216366,1.11392028302792,1.12828620696421,1.13079726591877
"89",1.03114572400533,1.06323264314321,1.0938363993256,1.11845255774555,1.13325425356016,1.13614425781036
"90",1.03300726962967,1.06640912338714,1.09785829292588,1.12303842398658,1.13827882706934,1.14155889566714
"91",1.0348982349941,1.06963203751477,1.10193120079038,1.12767518038237,1.14335732046116,1.14703803500629
"92",1.03681615850107,1.07289804309117,1.10605194423523,1.13236007936511,1.14848707756969,1.15257846760024
"93",1.03875856145985,1.07620375789402,1.11021729651982,1.1370903258324,1.15366539171942,1.15817691948253
"94",1.04072294745358,1.07954575853523,1.1144239813926,1.14186307587928,1.15888950441302,1.16383004904371
"95",1.04270680176607,1.08292057919037,1.11866867173183,1.1466754355998,1.16415660408316,1.1695344452207
"96",1.04470759086897,1.08632471043825,1.12294798828426,1.15152445996043,1.16946382491088,1.17528662578339
"97",1.04672276197036,1.08975459821296,1.12725849850421,1.15640715174753,1.17480824571281,1.18108303572216
"98",1.04874974262513,1.09320664287094,1.13159671549607,1.1613204605915,1.18018688889967,1.18692004574033
"99",1.0507859404084,1.09667719837583,1.13595909706314,1.16626128206987,1.18559671950887,1.19279395085567
"100",1.05282874265254,1.10016257160347,1.14034204486583,1.17122645689217,1.19103464431353,1.19870096911525
